"Brand_Reg","Model_No","SoldIn","screensize","Screen_Tech","Avg_mode_power","Star Rating Index","Submit_ID","Screensize_inches"
"KOGAN","*24*","Australia,Fiji,New Zealand",59.824,"LCD",22,5.121511445327967,170148,24
"KOGAN","*32*","Australia,Fiji,New Zealand",80.039,"LCD",35.2,5.016705353735284,170150,32
"KOGAN","*60*","Australia,Fiji,New Zealand",152.663,"LCD",110.3,5.030432129486525,155515,60
"SAMSUNG","**32F6000F*","Australia,Fiji,New Zealand",80.008,"LCD (LED)",36,4.91366815087741,165781,31
"FPD","****24*****","Australia,Fiji,New Zealand",59.824,"LCD (LED)",26.06,4.025359920995686,180855,24
"FPD","****32**********","Australia",80.039,"LCD (LED)",31.68,5.051045905816841,173787,32
"FPD","****40*****","Australia,Fiji,New Zealand",100.332,"LCD (LED)",50.94,4.526400619045754,180857,40
"FPD","****43*****","Australia,Fiji,New Zealand",107.986,"LCD (LED)",75.42,3.542223664976664,180871,43
"CAIXUN","*****32*****","Australia,Fiji,New Zealand",80.039,"LCD (LED)",25.92,5.799687998815937,143036,32
"CAIXUN","*****40*****","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,6.025786528657009,143170,40
"KOGAN","*********32*********","Australia,Fiji,New Zealand",79.967,"LCD (LED)",36.3,4.3445623134294555,178829,31
"KOGAN","*********40*********","Australia,Fiji,New Zealand",100.305,"LCD (LED)",45.18,4.544406853380655,178958,39
"KOGAN","*********43*********","Australia,Fiji,New Zealand",107.95,"LCD (LED)",44.82,3.553267260591146,180958,42
"KOGAN","*********50*********","Australia,Fiji,New Zealand",125.725,"LCD (LED)",105,3.054983381188823,181824,49
"KOGAN","*********55*********","Australia,Fiji,New Zealand",138.798,"LCD (LED)",123.84,3.5221653033837876,181842,55
"KOGAN","*********65*********","Australia,Fiji,New Zealand",163.878,"LCD (LED)",151.62,3.6205371729918245,181843,65
"KOGAN","*********75*********","Australia,Fiji,New Zealand",189.306,"LCD (LED)",130.8,5.5485690204715645,178959,75
"KOGAN","*********85*********","Australia,Fiji,New Zealand",214.783,"LCD (LED)",216.3,4.552077515720736,180946,85
"KOGAN","**********24**********","Australia,Fiji,New Zealand",59.816,"LCD (LED)",23.98,4.516360257282469,164908,24
"KOGAN","**********32**********","Australia,Fiji,New Zealand",80.029,"LCD (LED)",31.84,5.016703576803088,164909,32
"KOGAN","**********70**********","Australia,Fiji,New Zealand",176.538,"LCD (LED)",138.82,5.005691320259438,163478,70
"KOGAN","**********85**********","Australia,Fiji,New Zealand",215.329,"LCD (LED)",280.55,3.5055839279471974,162831,85
"KOGAN","**********86**********","Australia,Fiji,New Zealand",217.518,"LCD (LED)",298.5,3.5018497413173733,164586,86
"KOGAN","**********100**********","Australia,Fiji,New Zealand",253.136,"LCD (LED)",379.07,3.5008157002390408,162834,100
"SHARP","2T-C32EG1X","Australia,Fiji,New Zealand",80.043,"LCD (LED)",29.15,5.800164961009463,150943,32
"SHARP","2T-C42EG1X","Australia,Fiji,New Zealand",105.415,"LCD (LED)",53,5.198720591823303,150945,42
"SHARP","4T-C50DK1X","Australia,Fiji,New Zealand",125.727,"LCD (LED)",84.4,4.5974627946475835,150946,49
"SHARP","4T-C60DL1X","Australia,Fiji,New Zealand",152.663,"LCD (LED)",137,4.050393944753631,151145,60
"SHARP","4T-C70DL1X","Australia,Fiji,New Zealand",176.563,"LCD (LED)",123.94,5.7179341816321125,150947,70
"JVC","19"" smart","Australia",47.013,"LCD",19.4,4.333587410734022,163671,19
"PHILIPS","19HFL5214W/12","Australia,Fiji,New Zealand",47.013,"LCD (LED)",15.12,5.065515602883841,142849,19
"WINTAL","19LED19HD","Australia",47.013,"LCD (LED)",19.4,4.395401082028128,161837,19
"LPT","24DN4","Australia,Fiji,New Zealand",60.106,"LCD",24.4,4.777678717114031,179718,24
"PHILIPS","24HFL3011T/12","Australia,Fiji,New Zealand",59.687,"LCD (LED)",17.38,6.206406424105242,140130,23
"PHILIPS","24HFL4025/97","Australia,Fiji,New Zealand",59.827,"LCD (LED)",10,4.758996661557138,175310,24
"PHILIPS","24HFL4518/97","Australia,Fiji,New Zealand",59.774,"LCD (LED)",16.9,5.9446797967165725,165026,24
"SKYWORTH","24LP60G","Australia,Fiji,New Zealand",60.469,"LCD (LED)",16.33,5.583285571635198,167238,24
"ENGLAON","24in Smart TV","Australia,New Zealand",59.81,"LCD (LED)",20.3,5.399112734703527,155058,24
"ENGLAON","27in Smart TV","Australia,New Zealand",68.568,"LCD (LED)",42.76,3.1109409488656943,157544,27
"HISENSE","32A4HAU","Australia,New Zealand",80.04,"LCD (LED)",25.32,6.051110422730285,148089,32
"HISENSE","32A4KAU","Australia",80.04,"LCD (LED)",22.8,6.552094678514144,155359,32
"HISENSE","32A4N","Australia,New Zealand",80.039,"LCD (LED)",22.07,6.7490607593293985,167833,32
"HISENSE","32A4NAU","Australia,New Zealand",80.04,"LCD (LED)",22.8,6.552094678514144,162651,32
"HISENSE","32A4NNZ","Australia,New Zealand",80.04,"LCD (LED)",22.8,6.552094678514144,162651,32
"HISENSE","32A4QAU","Australia,New Zealand",80.039,"LCD (LED)",22.07,6.7490607593293985,167833,32
"HISENSE","32A4QNZ","Australia,New Zealand",80.039,"LCD (LED)",22.07,6.7490607593293985,167833,32
"HISENSE","32A4S","Australia,New Zealand",80.039,"LCD (LED)",22.07,6.7490607593293985,177731,32
"HISENSE","32A4SAU","Australia,New Zealand",80.039,"LCD (LED)",22.07,6.7490607593293985,177731,32
"HISENSE","32A4SNZ","Australia,New Zealand",80.039,"LCD (LED)",22.07,6.7490607593293985,177731,32
"WALTON","32D120G","Australia,Fiji,New Zealand",80.039,"LCD (LED)",29.57,5.600491790512466,146754,32
"WALTON","32D120GAU","Australia,Fiji,New Zealand",80.039,"LCD (LED)",29.57,5.600491790512466,146754,32
"WALTON","32D120G_AU","Australia,Fiji,New Zealand",80.039,"LCD (LED)",29.57,5.600491790512466,146754,32
"LPT","32DN4","Australia,Fiji,New Zealand",80.131,"LCD",35,5.060105230766275,179730,32
"SKYWORTH","32E5500H","Australia,Fiji,New Zealand",80.043,"LCD (LED)",18.4,6.6994546526913235,178442,32
"PHILIPS","32HFL4025/97","Australia,Fiji,New Zealand",80.133,"LCD (LED)",24.7,5.532724332007882,174901,32
"PHILIPS","32HFL4518/97","Australia,Fiji,New Zealand",80.054,"LCD (LED)",24.9,5.964966655906721,165022,32
"PHILIPS","32HFL5114/12","Australia,Fiji,New Zealand",80.103,"LCD (LED)",27.8,5.647994615200048,181775,32
"LG","32LB650B6LA","Australia,New Zealand",80.043,"LCD (LED)",29,5.882395160180036,176722,32
"LG","32LB655BPSA","Australia,New Zealand",80.043,"LCD (LED)",29,5.882395160180036,176785,32
"LG","32LK660H0LD","Australia,New Zealand",80.043,"LCD (LED)",24,6.6994546526913235,178701,32
"LG","32LN340CBSD","Australia,New Zealand",80.043,"LCD (LED)",33,5.299572454875552,150656,32
"LG","32LN660HBSD","Australia,New Zealand",80.043,"LCD (LED)",24,6.6994546526913235,161493,32
"SKYWORTH","32LP70G","Australia,Fiji,New Zealand",80.054,"LCD (LED)",32.4,5.154958966766685,170311,32
"LG","32LR650BPSA","Australia,New Zealand",80.043,"LCD (LED)",30,5.71941646795843,169174,32
"LG","32LR655BPSA","Australia,New Zealand",80.043,"LCD (LED)",30,5.71941646795843,168848,32
"LG","32LT340CBTB","Australia,New Zealand",80.043,"LCD (LED)",25.5,6.457156719581245,160319,32
"METZ","32MTD6500A","Australia,Fiji,New Zealand",80.054,"LCD (LED)",27.2,5.5997621327590545,143631,32
"PHILIPS","32PHT6529/79","Australia,New Zealand",80.039,"LCD (LED)",35.8,4.561680559205172,165875,32
"PHILIPS","32PHT6915/79","New Zealand",80.054,"LCD (LED)",35.47,4.530161456694669,147946,32
"PHILIPS","32PHT6918/79","Australia,Fiji,New Zealand",80.054,"LCD (LED)",25.7,6.007444889755374,155195,32
"PHILIPS","32PQT6831/79","Australia,Fiji,New Zealand",80.054,"LCD (LED)",31.9,5.050329620054731,181412,32
"HISENSE","32Q6","Australia,New Zealand",80.131,"LCD (LED)",24.82,6.280909501006662,175073,32
"HISENSE","32Q6QAU","Australia,New Zealand",80.131,"LCD (LED)",24.82,6.280909501006662,175073,32
"HISENSE","32Q6QNZ","Australia,New Zealand",80.131,"LCD (LED)",24.82,6.280909501006662,175073,32
"HISENSE","32Q6SAU","Australia,New Zealand",80.131,"LCD (LED)",24.82,6.280909501006662,175073,32
"HISENSE","32Q6SNZ","Australia,New Zealand",80.131,"LCD (LED)",24.82,6.280909501006662,175073,32
"COOCAA","32Q56CH","Australia,Fiji,New Zealand",80.043,"LCD (LED)",20.8,6.6994546526913235,179531,32
"SKYWORTH","32Q5600H","Australia,Fiji,New Zealand",80.043,"LCD (LED)",22.4,6.6994546526913235,179849,32
"TCL","32S5K","Australia,Fiji,New Zealand",79.967,"LCD (LED)",25.4,5.04521473860549,168800,31
"CHIQ","32S49M","Australia,Fiji,New Zealand",80.039,"LCD (LED)",25.47,5.718939505764904,182327,32
"CHIQ","32S510M","Australia,Fiji,New Zealand",80.039,"LCD (LED)",21.9,5.718859351884015,179878,32
"TCL","32S5400AF","Australia,Fiji,New Zealand",79.967,"LCD (LED)",27,5.793854274363063,154555,31
"TOSHIBA","32V35NP","Australia,New Zealand",80.039,"LCD (LED)",24.17,6.363284451982482,163621,32
"ENGLAON","32in Smart TV","Australia,New Zealand",86.176,"LCD (LED)",47.2,4.513125542904489,152453,34
"HISENSE","40A4KAU","Australia",100.332,"LCD (LED)",29.07,7.018348467224255,155360,40
"HISENSE","40A4N","Australia,New Zealand",100.332,"LCD (LED)",29.07,7.018348467224255,162652,40
"HISENSE","40A4NAU","Australia,New Zealand",100.332,"LCD (LED)",29.07,7.018348467224255,162652,40
"HISENSE","40A4NNZ","Australia,New Zealand",100.332,"LCD (LED)",29.07,7.018348467224255,162652,40
"HISENSE","40A4Q","Australia,New Zealand",100.332,"LCD (LED)",28.17,7.018348467224255,167832,40
"HISENSE","40A4QAU","Australia,New Zealand",100.332,"LCD (LED)",28.17,7.018348467224255,167832,40
"HISENSE","40A4QNZ","Australia,New Zealand",100.332,"LCD (LED)",28.17,7.018348467224255,167832,40
"HISENSE","40A4S","Australia,New Zealand",100.332,"LCD (LED)",28.17,7.018348467224255,177730,40
"HISENSE","40A4SAU","Australia,New Zealand",100.332,"LCD (LED)",28.17,7.018348467224255,177730,40
"HISENSE","40A4SNZ","Australia,New Zealand",100.332,"LCD (LED)",28.17,7.018348467224255,177730,40
"COOCAA","40E5500H","New Zealand",100.34,"LCD (LED)",32.9,6.5261979961276575,172018,40
"METZ","40MTD6500A","Australia,Fiji,New Zealand",100.645,"LCD (LED)",28.2,7.033409441022956,143898,40
"PHILIPS","40PFT6529/79","Australia,New Zealand",100.332,"LCD (LED)",41.6,5.574444892258945,165831,40
"PHILIPS","40PQT6831/79","Australia,Fiji,New Zealand",100.305,"LCD (LED)",46.1,5.064246719599972,181413,39
"HISENSE","40Q6S","Australia,New Zealand",100.332,"LCD (LED)",30.63,7.093040531534654,178184,40
"HISENSE","40Q6SAU","Australia,New Zealand",100.332,"LCD (LED)",30.63,7.093040531534654,178184,40
"HISENSE","40Q6SNZ","Australia,New Zealand",100.332,"LCD (LED)",30.63,7.093040531534654,178184,40
"COOCAA","40Q56CH","Australia,Fiji,New Zealand",100.301,"LCD (LED)",34.1,6.366762882999291,179532,39
"SKYWORTH","40Q5600H","Australia,Fiji,New Zealand",100.342,"LCD (LED)",32.8,6.3655159060378335,180110,40
"WALTON","40RG","Australia,Fiji,New Zealand",100.333,"LCD (LED)",35.18,6.528056286326917,146760,40
"WALTON","40RGAU","Australia,Fiji,New Zealand",100.333,"LCD (LED)",35.18,6.528056286326917,146760,40
"WALTON","40RG_AU","Australia,Fiji,New Zealand",100.333,"LCD (LED)",35.18,6.528056286326917,146760,40
"TCL","40S5K","Australia,Fiji,New Zealand",100.305,"LCD (LED)",30.3,6.361466345891943,168801,39
"TCL","40S5400A","Australia,Fiji,New Zealand",100.305,"LCD (LED)",35.6,5.235220811119446,154553,39
"LG","42LX1Q6LA","Australia,New Zealand",105.52,"OLED",63,4.527878970799845,147185,42
"LG","42LX1QPSA","Australia,New Zealand",105.52,"OLED",63,4.527878970799845,147186,42
"LG","42LX3Q6LA","Australia,New Zealand",105.52,"OLED",63,4.527878970799845,148257,42
"LG","42LX3QPSA","Australia,New Zealand",105.52,"OLED",63,4.527878970799845,148258,42
"PHILIPS","43BFL2214/97","Australia,Fiji,New Zealand",107.986,"LCD (LED)",51.04,5.198431890000209,141655,43
"TOSHIBA","43C350","Australia",107.986,"LCD (LED)",50.56,5.510696888148748,170785,43
"TOSHIBA","43C350LP","Australia,New Zealand",107.986,"LCD (LED)",51.12,5.070989554548221,147072,43
"TOSHIBA","43C350MP","Australia,New Zealand",107.986,"LCD (LED)",51.12,5.070989554548221,153591,43
"TOSHIBA","43C350NP","Australia,New Zealand",107.954,"LCD (LED)",59.91,4.517515573092177,160542,43
"TOSHIBA","43C350RP","Australia",107.986,"LCD (LED)",50.56,5.510696888148748,170785,43
"TOSHIBA","43C350SP","Australia",107.986,"LCD (LED)",50.56,5.510696888148748,170785,43
"TCL","43C655","Australia,Fiji,New Zealand",107.95,"LCD (LED)",58.2,4.553267260591147,159792,42
"WALTON","43D210G","Australia,Fiji,New Zealand",107.956,"LCD (LED)",35.97,7.035028893387631,146761,43
"WALTON","43D210GAU","Australia,Fiji,New Zealand",107.956,"LCD (LED)",35.97,7.035028893387631,146761,43
"WALTON","43D210G_AU","Australia,Fiji,New Zealand",107.956,"LCD (LED)",35.97,7.035028893387631,146761,43
"WALTON","43D210N","Australia,Fiji,New Zealand",109.275,"LCD (LED)",36.4,7.087207125920074,141823,43
"SKYWORTH","43E5500H","Australia,Fiji,New Zealand",107.956,"LCD (LED)",36.6,6.022058059100385,170053,43
"TCL","43G60K-IU","Australia,Fiji,New Zealand",107.95,"LCD (LED)",42.7,5.968737022357746,179820,42
"PHILIPS","43HFL4025/97","Australia,Fiji,New Zealand",107.956,"LCD (LED)",32.5,5.555077154134538,174903,43
"PHILIPS","43HFL5011T/12","Australia,Fiji,New Zealand",108.037,"LCD (LED)",43.23,6.374499841331531,140286,43
"PHILIPS","43HFL5214U/97","Australia,Fiji,New Zealand",107.986,"LCD (LED)",51.04,5.198431890000209,141655,43
"PHILIPS","43HFL6214U/12","Australia,Fiji,New Zealand",107.987,"LCD (LED)",53.2,5.029236682652613,142475,43
"PHILIPS","43HFL7025/97","Australia,Fiji,New Zealand",107.987,"LCD (LED)",41.5,5.772221428867803,174904,43
"LG","43NANO75SQA","Australia,New Zealand",107.987,"LCD (LED)",75,3.9307399679175017,143450,43
"LG","43NANO80A6B","Australia,New Zealand",107.987,"LCD (LED)",70,4.232972680439712,166079,43
"LG","43NANO80ASA","Australia,New Zealand",107.987,"LCD (LED)",70,4.232972680439712,166080,43
"LG","43NANO81TSA","Australia,New Zealand",107.987,"LCD (LED)",70,4.232972680439712,159090,43
"LG","43NANO756QA","Australia,New Zealand",107.987,"LCD (LED)",75,3.9307399679175017,143451,43
"LG","43NU85CB6LA","Australia,New Zealand",107.987,"LCD (LED)",62,4.767326376368296,177805,43
"LG","43NU85CBPSA","Australia,New Zealand",107.987,"LCD (LED)",62,4.767326376368296,177806,43
"LG","43NU805BPSC","Australia,Fiji,New Zealand",107.987,"LCD (LED)",58,5.091914908809575,176718,43
"LG","43NU830B6LA","Australia,New Zealand",107.987,"LCD (LED)",62,4.767326376368296,178696,43
"LG","43NU850B6LA","Australia,New Zealand",107.987,"LCD (LED)",62,4.767326376368296,174976,43
"LG","43NU855BPSA","Australia,New Zealand",107.987,"LCD (LED)",62,4.767326376368296,174977,43
"TCL","43P7K","Australia,Fiji,New Zealand",107.95,"LCD (LED)",50.5,4.943201795903388,167005,42
"TCL","43P7LS","Australia,Fiji,New Zealand",107.95,"LCD (LED)",57,4.370326753102434,176908,42
"PHILIPS","43PFT6915/79","New Zealand",107.942,"LCD (LED)",50.44,5.238511305570017,148240,42
"PHILIPS","43PFT6918/79","Australia,Fiji,New Zealand",107.95,"LCD (LED)",38,6.512606008440962,155824,42
"LG","43PK640S0SB","Australia,Fiji,New Zealand",107.987,"LCD (LED)",65.9,4.519881526282994,172378,43
"PHILIPS","43PQT7931/79","Australia,Fiji,New Zealand",107.95,"LCD (LED)",51.3,5.1945622601458155,181414,42
"PHILIPS","43PUT7231/75","Australia,Fiji,New Zealand",107.987,"LCD (LED)",53.3,5.029236682652613,180601,43
"PHILIPS","43PUT7428/79","Australia,Fiji,New Zealand",107.95,"LCD (LED)",80.8,3.167068798957339,155735,42
"PHILIPS","43PUT7908/75","Australia,Fiji,New Zealand",107.95,"LCD (LED)",82.7,3.0721486367805606,155197,42
"HISENSE","43Q6N series","Australia,New Zealand",107.95,"LCD (LED)",55.02,4.7635216887896465,161767,42
"HISENSE","43Q6NAU","Australia,New Zealand",107.95,"LCD (LED)",55.02,4.7635216887896465,161767,42
"HISENSE","43Q6NNZ","Australia,New Zealand",107.95,"LCD (LED)",55.02,4.7635216887896465,161767,42
"HISENSE","43Q6Q series","Australia,New Zealand",107.95,"LCD (LED)",51.09,5.303604625547934,167834,42
"HISENSE","43Q6QAU","Australia,New Zealand",107.95,"LCD (LED)",51.09,5.303604625547934,167834,42
"HISENSE","43Q6QNZ","Australia,New Zealand",107.95,"LCD (LED)",51.09,5.303604625547934,167834,42
"HISENSE","43Q6S series","Australia,New Zealand",107.95,"LCD (LED)",49.62,5.647616432117,178185,42
"HISENSE","43Q6SAU","Australia,New Zealand",107.95,"LCD (LED)",49.62,5.647616432117,178185,42
"HISENSE","43Q6SNZ","Australia,New Zealand",107.95,"LCD (LED)",49.62,5.647616432117,178185,42
"COOCAA","43Q56CH","Australia,Fiji,New Zealand",107.956,"LCD (LED)",37.6,6.372136646645825,176754,43
"SKYWORTH","43Q5600H","Australia,Fiji,New Zealand",107.956,"LCD (LED)",38.7,6.234235916440882,176304,43
"LG","43QNED70B6C","Australia,New Zealand",107.987,"LCD (LED)",63,4.708999043871274,175400,43
"LG","43QNED70BSA","Australia,New Zealand",107.987,"LCD (LED)",63,4.708999043871274,175401,43
"LG","43QNED75SRA","Australia,New Zealand",107.987,"LCD (LED)",70,4.232972680439712,153946,43
"LG","43QNED80A6A","Australia,New Zealand",107.987,"LCD (LED)",64,4.632391706313805,166081,43
"LG","43QNED80B6B","Australia,New Zealand",107.987,"LCD (LED)",63,4.708999043871274,174984,43
"LG","43QNED80BSA","Australia,New Zealand",107.987,"LCD (LED)",63,4.708999043871274,174985,43
"LG","43QNED80T6A","Australia,New Zealand",107.987,"LCD (LED)",67,4.428233749097203,158176,43
"LG","43QNED81ASA","Australia,New Zealand",107.987,"LCD (LED)",64,4.632391706313805,166082,43
"LG","43QNED81TSA","Australia,New Zealand",107.987,"LCD (LED)",67,4.428233749097203,158177,43
"LG","43QNED82ASA","Australia,New Zealand",107.987,"LCD (LED)",70,4.232972680439712,166677,43
"LG","43QNED756RA","Australia,New Zealand",107.987,"LCD (LED)",82,3.527294960757275,153947,43
"LG","43UA731C0SB","Australia,Fiji,New Zealand",107.987,"LCD (LED)",66,4.519881526282994,173400,43
"LG","43UA841C0SA","Australia,New Zealand",107.987,"LCD (LED)",70,4.232972680439712,171697,43
"LG","43UA7350PSB","Australia,Fiji,New Zealand",107.987,"LCD (LED)",66,4.519881526282994,167431,43
"LG","43UA8450PSA","Australia,New Zealand",107.987,"LCD (LED)",70,4.232972680439712,166822,43
"LG","43UJ660H5LD","Australia,New Zealand",107.987,"LCD (LED)",40,6.6933318337413885,178692,43
"LG","43UK660H0LA","Australia,New Zealand",107.987,"LCD (LED)",46,6.1024470408434714,169746,43
"LG","43UK762H0LB","Australia,New Zealand",107.987,"LCD (LED)",65,4.557071948169797,171503,43
"LG","43UK762H5LB","Australia,New Zealand",107.987,"LCD (LED)",65,4.557071948169797,180253,43
"LG","43UK767H0LB","Australia,New Zealand",107.987,"LCD (LED)",62,4.767326376368296,171701,43
"LG","43UK767H5LB","Australia,New Zealand",107.987,"LCD (LED)",62,4.767326376368296,180426,43
"LG","43UM662H0LC","Australia,New Zealand",107.987,"LCD (LED)",36,7.168839664326816,156855,43
"LG","43UM662H4LC","Australia,New Zealand",107.987,"LCD (LED)",36,7.168839664326816,163703,43
"LG","43UM767H0LD","Australia,New Zealand",107.987,"LCD (LED)",43,6.402228210570558,154716,43
"LG","43UP801C0TB","Australia,New Zealand",107.987,"LCD (LED)",78,3.755600019609336,143886,43
"LG","43UQ751C0LF","Australia,New Zealand",107.987,"LCD (LED)",77,3.8026906818154727,147180,43
"LG","43UQ901C0SD","Australia,New Zealand",107.987,"LCD (LED)",75,3.9307399679175017,149433,43
"LG","43UQ7050PSA","Australia,New Zealand",107.987,"LCD (LED)",74,3.97971772446849,154908,43
"LG","43UQ9000PSD","Australia,New Zealand",107.987,"LCD (LED)",75,3.9307399679175017,143545,43
"LG","43UQ75006LF","Australia,New Zealand",107.987,"LCD (LED)",77,3.8026906818154727,143454,43
"LG","43UQ80006LB","Australia,New Zealand",107.987,"LCD (LED)",73,4.045865347808662,144176,43
"LG","43UQ91006LA","Australia,New Zealand",107.987,"LCD (LED)",75,3.9307399679175017,143546,43
"LG","43UR761H0TA","Australia,New Zealand",107.987,"LCD (LED)",67,4.428233749097203,159962,43
"LG","43UR781C0LL","Australia,New Zealand",107.987,"LCD (LED)",73,4.045865347808662,153579,43
"LG","43UR801C0SB","Australia,New Zealand",107.987,"LCD (LED)",73,4.045865347808662,153580,43
"LG","43UR8050PSB","Australia,New Zealand",107.987,"LCD (LED)",73,4.045865347808662,151630,43
"LG","43UR78006LL","Australia,New Zealand",107.987,"LCD (LED)",73,4.045865347808662,151881,43
"LG","43UR80006LJ","Australia,New Zealand",107.987,"LCD (LED)",73,4.045865347808662,151631,43
"LG","43UR81006LJ","Australia,New Zealand",107.987,"LCD (LED)",73,4.045865347808662,152176,43
"LG","43UT801C0LA","Australia,New Zealand",107.987,"LCD (LED)",73,4.045865347808662,162888,43
"LG","43UT801C0SB","Australia,New Zealand",107.987,"LCD (LED)",70,4.232972680439712,162889,43
"LG","43UT8050PSB","Australia,New Zealand",107.987,"LCD (LED)",70,4.232972680439712,158836,43
"LG","43UT80506LA","Australia,New Zealand",107.987,"LCD (LED)",73,4.045865347808662,158837,43
"LG","43UT81006LA","Australia,New Zealand",107.987,"LCD (LED)",73,4.045865347808662,158838,43
"LG","43UT90506LB","Australia,New Zealand",107.987,"LCD (LED)",67,4.428233749097203,159963,43
"TOSHIBA","43V35NP","Australia,New Zealand",107.954,"LCD (LED)",33.62,7.067250024200782,163622,43
"LG","48LX1Q6LA","Australia,New Zealand",120.721,"OLED",77,4.689905816504032,147187,48
"LG","48LX1QPSA","Australia,New Zealand",120.721,"OLED",77,4.689905816504032,147188,48
"PHILIPS","49HFL5011T/12","Australia,Fiji,New Zealand",123.17,"LCD (LED)",47.37,7.01820175064728,140289,48
"HISENSE","50A6HAU","Australia,New Zealand",125.731,"LCD (LED)",59.47,5.519365722220251,146894,50
"PHILIPS","50BFL2214/97","Australia,New Zealand",125.741,"LCD (LED)",62.33,5.537859061582124,141784,50
"TCL","50C7K","Australia,Fiji,New Zealand",125.638,"LCD (LED)",87.6,4.038563985356884,166351,49
"TOSHIBA","50C350","Australia",125.731,"LCD (LED)",54.86,6.003308177326366,170349,50
"TOSHIBA","50C350LP","Australia,New Zealand",125.731,"LCD (LED)",67.75,5.262234775592492,147080,50
"TOSHIBA","50C350MP","Australia,New Zealand",125.731,"LCD (LED)",67.75,5.262234775592492,153592,50
"TOSHIBA","50C350NP","Australia,New Zealand",125.731,"LCD (LED)",61.1,5.519365722220251,160543,50
"TOSHIBA","50C350RP","Australia",125.731,"LCD (LED)",54.86,6.003308177326366,170349,50
"TOSHIBA","50C350SP","Australia",125.731,"LCD (LED)",54.86,6.003308177326366,170349,50
"TCL","50C655","Australia,Fiji,New Zealand",125.638,"LCD (LED)",58.4,4.767626426637194,159811,49
"TCL","50C755","Australia,Fiji,New Zealand",125.638,"LCD (LED)",91.4,3.591861933680575,159914,49
"TCL","50C845","Australia,Fiji,New Zealand",125.638,"LCD (LED)",91.4,3.591861933680575,156025,49
"TCL","50G60K-IU","Australia,Fiji,New Zealand",125.638,"LCD (LED)",50,6.474027948326812,179822,49
"COOCAA","50G6500H","New Zealand",125.727,"LCD (LED)",55.3,5.9639547998631945,172019,49
"PHILIPS","50HFL4025/97","Australia,Fiji,New Zealand",125.736,"LCD (LED)",47.5,6.372008086070252,174889,50
"PHILIPS","50HFL5214U/97","Australia,New Zealand",125.741,"LCD (LED)",62.33,5.537859061582124,141784,50
"PHILIPS","50HFL6214U/12","Australia,Fiji,New Zealand",125.741,"LCD (LED)",64.01,5.43282096913457,142478,50
"PHILIPS","50HFL7025/97","Australia,Fiji,New Zealand",125.727,"LCD (LED)",52.1,5.9639547998631945,174890,49
"LG","50NANO75SQA","Australia,New Zealand",125.727,"LCD (LED)",90,4.332542803819169,143455,49
"LG","50NANO80A6A","Australia,New Zealand",125.727,"LCD (LED)",83,4.699152541308104,166083,49
"LG","50NANO80ASA","Australia,New Zealand",125.727,"LCD (LED)",83,4.699152541308104,166084,49
"LG","50NANO81TSA","Australia,New Zealand",125.727,"LCD (LED)",90,4.332542803819169,159093,49
"LG","50NANO756QA","Australia,New Zealand",125.727,"LCD (LED)",90,4.332542803819169,143457,49
"LG","50NANO806QA","Australia,New Zealand",125.727,"LCD (LED)",75,5.146895307351907,144177,49
"LG","50NU85CB6LA","Australia,New Zealand",125.727,"LCD (LED)",76,5.082413329865411,177808,49
"LG","50NU85CBPSA","Australia,New Zealand",125.727,"LCD (LED)",76,5.082413329865411,177809,49
"LG","50NU805BPSC","Australia,Fiji,New Zealand",125.727,"LCD (LED)",75,5.146895307351907,176717,49
"LG","50NU830B6LA","Australia,New Zealand",125.727,"LCD (LED)",76,5.082413329865411,178697,49
"LG","50NU850B6LA","Australia,New Zealand",125.727,"LCD (LED)",76,5.082413329865411,174986,49
"LG","50NU855BPSA","Australia,New Zealand",125.727,"LCD (LED)",76,5.082413329865411,174987,49
"TCL","50P7K","Australia,Fiji,New Zealand",125.638,"LCD (LED)",60.2,5.675222738153714,166711,49
"TCL","50P7LS","Australia,Fiji,New Zealand",125.638,"LCD (LED)",58.6,5.767626426637195,176910,49
"LG","50PK640S0SB","Australia,Fiji,New Zealand",125.727,"LCD (LED)",81,4.818267064887973,172392,49
"PHILIPS","50PQT7931/79","Australia,Fiji,New Zealand",125.725,"LCD (LED)",61.8,5.588392057893258,181415,49
"PHILIPS","50PUT7039/79","Australia,New Zealand",125.731,"LCD (LED)",91.5,3.773441375953628,166097,50
"PHILIPS","50PUT7129/98","Australia,New Zealand",125.731,"LCD (LED)",96,3.6438774995872896,165029,50
"PHILIPS","50PUT7231/75","Australia,Fiji,New Zealand",125.736,"LCD (LED)",62.9,5.5195221630815645,180622,50
"PHILIPS","50PUT7428/79","Australia,Fiji,New Zealand",125.725,"LCD (LED)",66.6,5.260125965020835,155480,49
"PHILIPS","50PUT7906/75","Australia,New Zealand",125.741,"LCD (LED)",93.12,3.762321958542641,141284,50
"PHILIPS","50PUT7906/79","Australia,New Zealand",125.741,"LCD (LED)",93.12,3.762321958542641,141284,50
"PHILIPS","50PUT7908/75","Australia,Fiji,New Zealand",125.725,"LCD (LED)",99.1,3.4821083383878686,153274,49
"PHILIPS","50PUT7908/79","Australia,Fiji,New Zealand",125.725,"LCD (LED)",99.1,3.4821083383878686,153274,49
