"Brand_Reg","Model_No","SoldIn","screensize","Screen_Tech","Avg_mode_power","Star Rating Index","Submit_ID","Screensize_inches"
"SAMSUNG","MRA100R85HS","Australia,Fiji,New Zealand",252.784,"LCD (LED)",300,4.889934275043304,179042,100
"SAMSUNG","MRA100R85HW","Australia,Fiji,New Zealand",252.784,"LCD (LED)",300,4.889934275043304,179042,100
"SAMSUNG","MRA115MR95F","Australia,Fiji,New Zealand",290.784,"LCD (LED)",464,4.166600879620159,173401,114
"MONSTER","MT24HDNFB","Australia",59.827,"LCD (LED)",15.38,6.651375912212433,167265,24
"MONSTER","MT24HDW-LT22","Australia,Fiji,New Zealand",59.774,"LCD (LED)",15.1,6.143886819769821,150615,24
"MONSTER","MT32HDNFB","Australia",80.043,"LCD (LED)",15.87,8.51651414520261,167317,32
"MONSTER","MT32HDW-LT22","Australia,Fiji,New Zealand",80.054,"LCD",23.5,6.698258847494166,150632,32
"MONSTER","MT50QLDZEN","Australia",125.725,"LCD (LED)",56.59,6.1612671006942135,180327,49
"MONSTER","MT55QLDZEN","Australia",138.87,"LCD",68.1,6.386302624524183,180330,55
"MONSTER","MT65QLDZEN","Australia",163.897,"LCD",95.8,6.256335563565565,180581,65
"MONSTER","MT75QLDZEN","Australia",189.34,"LCD",130.5,6.0483552682180015,180590,75
"MONSTER","MT85QLDZEN","Australia",214.783,"LCD (LED)",163.7,6.070348697126533,180592,85
"JVC","NA","Australia,Fiji",138.412,"LCD",102,4.570491731771872,148696,54
"SYLVOX","O75**K*G*","Australia,Fiji,New Zealand",189.34,"LCD",124.536,6.285522782773787,175061,75
"SYLVOX","O*43****GF","Australia,Fiji,New Zealand",107.987,"LCD",51.03,5.263525424259972,175011,43
"SYLVOX","O*43**K***","Australia,Fiji,New Zealand",107.987,"LCD",51.6354,5.374183395081641,175010,43
